QUERY_ID	BEST_MATCH	SCORE	GENUS	FAMILY	ORDER	CLASS	PHYLUM
read807	Mycobacterium_tuberculosis_CDC1551	-614.7812	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read808	Mycobacterium_bovis_AF2122SLASH97	-663.1006	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read809	Mycobacterium_tuberculosis_CDC1551	-616.3232	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read81	Escherichia_coli_str._K-12_substr._DH10B	-624.7169	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read810	Mycobacterium_bovis_BCG_str._Pasteur_1173P2	-632.2435	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read811	Mycobacterium_tuberculosis_H37Rv	-638.7214	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read812	Mycobacterium_tuberculosis_KZN_1435	-627.6607	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read813	Mycobacterium_bovis_BCG_str._Tokyo_172	-610.6681	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read814	Mycobacterium_tuberculosis_H37Rv	-584.2210	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read815	Mycobacterium_tuberculosis_KZN_1435	-591.7183	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read816	Mycobacterium_bovis_BCG_str._Pasteur_1173P2	-632.4180	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read817	Mycobacterium_tuberculosis_H37Ra	-620.7047	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read818	Mycobacterium_bovis_BCG_str._Tokyo_172	-562.8472	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read819	Mycobacterium_tuberculosis_F11	-606.5340	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read82	Escherichia_coli_S88	-626.2565	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read820	Mycobacterium_tuberculosis_H37Ra	-632.7648	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read821	Mycobacterium_tuberculosis_H37Ra	-615.2206	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read822	Mycobacterium_tuberculosis_KZN_1435	-630.2983	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read823	Mycobacterium_tuberculosis_F11	-632.4604	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read824	Mycobacterium_tuberculosis_KZN_1435	-641.5835	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read825	Mycobacterium_tuberculosis_F11	-607.6891	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read826	Mycobacterium_tuberculosis_F11	-619.6308	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read827	Mycobacterium_tuberculosis_H37Ra	-632.4317	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read828	Mycobacterium_tuberculosis_KZN_1435	-621.2463	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read829	Mycobacterium_tuberculosis_KZN_1435	-607.5166	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read83	Escherichia_coli_SMS-3-5	-636.1937	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read830	Mycobacterium_bovis_BCG_str._Tokyo_172	-641.9688	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read831	Mycobacterium_tuberculosis_F11	-580.9941	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read832	Mycobacterium_tuberculosis_KZN_1435	-611.6438	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read833	Mycobacterium_tuberculosis_KZN_1435	-595.6919	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read834	Mycobacterium_tuberculosis_F11	-630.3479	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read835	Mycobacterium_tuberculosis_KZN_1435	-668.1351	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read836	Mycobacterium_tuberculosis_KZN_1435	-601.5351	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read837	Mycobacterium_avium_104	-582.9118	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read838	Mycobacterium_tuberculosis_KZN_1435	-627.4107	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read839	Mycobacterium_bovis_BCG_str._Tokyo_172	-620.5461	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read84	Escherichia_coli_O111COLONCOLONH-_str._11128	-642.2415	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read840	Mycobacterium_tuberculosis_KZN_1435	-637.1599	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read841	Mycobacterium_tuberculosis_H37Rv	-621.5986	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read842	Mycobacterium_tuberculosis_KZN_1435	-618.9182	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read843	Mycobacterium_tuberculosis_H37Rv	-611.8824	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read844	Mycobacterium_tuberculosis_H37Ra	-621.7463	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read845	Mycobacterium_bovis_BCG_str._Tokyo_172	-612.7268	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read846	Mycobacterium_marinum_M	-517.8279	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read847	Mycobacterium_tuberculosis_F11	-609.7344	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read848	Mycobacterium_bovis_AF2122SLASH97	-616.5022	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read849	Mycobacterium_bovis_AF2122SLASH97	-605.9297	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read85	Escherichia_coli_S88	-620.0618	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read850	Mycobacterium_tuberculosis_KZN_1435	-629.5930	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read851	Mycobacterium_tuberculosis_KZN_1435	-614.2413	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read852	Mycobacterium_tuberculosis_KZN_1435	-614.1620	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read853	Mycobacterium_tuberculosis_CDC1551	-597.4535	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read854	Mycobacterium_bovis_AF2122SLASH97	-618.9065	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read855	Mycobacterium_tuberculosis_KZN_1435	-619.8893	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read856	Mycobacterium_bovis_BCG_str._Pasteur_1173P2	-612.5603	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read857	Mycobacterium_tuberculosis_KZN_1435	-636.5250	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read858	Mycobacterium_tuberculosis_CDC1551	-615.4395	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read859	Mycobacterium_tuberculosis_KZN_1435	-573.8722	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read86	Escherichia_coli_str._K-12_substr._MG1655	-635.3484	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read860	Mycobacterium_tuberculosis_H37Ra	-628.3443	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read861	Mycobacterium_tuberculosis_KZN_1435	-636.1230	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read862	Mycobacterium_tuberculosis_KZN_1435	-637.9377	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read863	Mycobacterium_tuberculosis_KZN_1435	-625.5140	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read864	Mycobacterium_tuberculosis_H37Ra	-634.5407	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read865	Mycobacterium_tuberculosis_KZN_1435	-635.6728	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read866	Mycobacterium_bovis_AF2122SLASH97	-637.0514	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read867	Mycobacterium_tuberculosis_CDC1551	-628.5204	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read868	Mycobacterium_tuberculosis_KZN_1435	-568.1072	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read869	Dickeya_zeae_Ech1591	-673.4334	Dickeya	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read87	Shigella_flexneri_5_str._8401	-653.1653	Shigella	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read870	Mycobacterium_bovis_BCG_str._Pasteur_1173P2	-602.1228	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read871	Mycobacterium_tuberculosis_KZN_1435	-603.3707	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read872	Mycobacterium_tuberculosis_F11	-594.8235	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read873	Mycobacterium_bovis_BCG_str._Tokyo_172	-619.4357	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read874	Mycobacterium_bovis_AF2122SLASH97	-614.5970	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read875	Mycobacterium_tuberculosis_F11	-611.6612	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read876	Mycobacterium_tuberculosis_CDC1551	-601.2822	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read877	Mycobacterium_tuberculosis_KZN_1435	-596.8013	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read878	Mycobacterium_tuberculosis_H37Ra	-622.4011	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read879	Mycobacterium_bovis_BCG_str._Pasteur_1173P2	-613.9080	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read88	Escherichia_coli_CFT073	-643.5460	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read880	Mycobacterium_bovis_BCG_str._Pasteur_1173P2	-597.6445	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read881	Mycobacterium_tuberculosis_KZN_1435	-590.4006	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read882	Mycobacterium_tuberculosis_KZN_1435	-588.4236	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read883	Mycobacterium_tuberculosis_H37Rv	-639.5866	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read884	Mycobacterium_tuberculosis_KZN_1435	-506.1360	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read885	Mycobacterium_tuberculosis_KZN_1435	-617.1117	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read886	Mycobacterium_tuberculosis_F11	-611.6431	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read887	Mycobacterium_bovis_AF2122SLASH97	-632.8310	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read888	Mycobacterium_bovis_AF2122SLASH97	-622.3986	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read889	Mycobacterium_tuberculosis_H37Ra	-607.7660	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read89	Escherichia_coli_UTI89	-641.0701	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read890	Mycobacterium_tuberculosis_CDC1551	-619.3044	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read891	Mycobacterium_tuberculosis_KZN_1435	-587.7474	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read892	Mycobacterium_tuberculosis_H37Ra	-627.6421	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read893	Mycobacterium_bovis_BCG_str._Pasteur_1173P2	-616.0951	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read894	Mycobacterium_bovis_AF2122SLASH97	-606.8056	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read895	Mycobacterium_tuberculosis_F11	-612.8633	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read896	Mycobacterium_tuberculosis_KZN_1435	-602.1862	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read897	Mycobacterium_tuberculosis_H37Ra	-643.7348	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read898	Mycobacterium_bovis_BCG_str._Pasteur_1173P2	-620.9833	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read899	Mycobacterium_bovis_BCG_str._Pasteur_1173P2	-577.8145	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read9	Escherichia_coli_ED1a	-640.1677	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read90	Escherichia_coli_IAI39	-640.2439	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read900	Mycobacterium_tuberculosis_KZN_1435	-607.8176	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read901	Mycobacterium_tuberculosis_H37Ra	-606.2705	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read902	Mycobacterium_tuberculosis_H37Rv	-609.5464	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read903	Mycobacterium_tuberculosis_F11	-617.2270	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read904	Mycobacterium_tuberculosis_KZN_1435	-649.2936	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read905	Mycobacterium_tuberculosis_H37Rv	-643.6242	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read906	Mycobacterium_tuberculosis_KZN_1435	-611.6540	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read907	Mycobacterium_tuberculosis_H37Rv	-654.3250	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read908	Mycobacterium_bovis_BCG_str._Pasteur_1173P2	-618.8393	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read909	Mycobacterium_tuberculosis_H37Ra	-598.4752	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read91	Escherichia_coli_536	-635.0062	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read910	Mycobacterium_bovis_BCG_str._Pasteur_1173P2	-622.0983	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read911	Mycobacterium_bovis_AF2122SLASH97	-617.7036	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read912	Mycobacterium_bovis_AF2122SLASH97	-625.0201	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read913	Mycobacterium_tuberculosis_CDC1551	-637.3964	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read914	Mycobacterium_tuberculosis_KZN_1435	-603.9174	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read915	Mycobacterium_tuberculosis_CDC1551	-635.3072	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read916	Mycobacterium_bovis_BCG_str._Pasteur_1173P2	-601.9157	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read917	Mycobacterium_bovis_AF2122SLASH97	-653.5047	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read918	Mycobacterium_tuberculosis_H37Rv	-599.0722	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read919	Mycobacterium_bovis_AF2122SLASH97	-638.4588	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read92	Escherichia_coli_S88	-648.9282	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read920	Mycobacterium_bovis_BCG_str._Tokyo_172	-616.0964	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read921	Mycobacterium_tuberculosis_KZN_1435	-623.8559	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read922	Mycobacterium_tuberculosis_CDC1551	-595.9278	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read923	Mycobacterium_tuberculosis_KZN_1435	-660.9119	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read924	Mycobacterium_tuberculosis_KZN_1435	-636.7824	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read925	Mycobacterium_tuberculosis_KZN_1435	-626.6658	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read926	Mycobacterium_bovis_BCG_str._Tokyo_172	-597.3880	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read927	Mycobacterium_tuberculosis_KZN_1435	-623.3034	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read928	Mycobacterium_bovis_BCG_str._Pasteur_1173P2	-627.6580	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read929	Mycobacterium_bovis_BCG_str._Pasteur_1173P2	-624.2946	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read93	Escherichia_coli_S88	-666.1479	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read930	Mycobacterium_bovis_AF2122SLASH97	-533.3471	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read931	Mycobacterium_tuberculosis_KZN_1435	-628.5303	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read932	Mycobacterium_tuberculosis_KZN_1435	-642.0707	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read933	Mycobacterium_tuberculosis_CDC1551	-639.8984	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read934	Mycobacterium_tuberculosis_CDC1551	-650.0841	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read935	Mycobacterium_tuberculosis_CDC1551	-636.3523	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read936	Mycobacterium_tuberculosis_CDC1551	-635.0214	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read937	Mycobacterium_tuberculosis_KZN_1435	-611.0461	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read938	Mycobacterium_bovis_BCG_str._Pasteur_1173P2	-608.4071	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read939	Mycobacterium_bovis_AF2122SLASH97	-646.2188	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read94	Escherichia_coli_CFT073	-624.6337	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read940	Mycobacterium_tuberculosis_KZN_1435	-621.0574	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read941	Mycobacterium_bovis_AF2122SLASH97	-612.6444	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read942	Mycobacterium_bovis_AF2122SLASH97	-635.5258	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read943	Mycobacterium_bovis_BCG_str._Pasteur_1173P2	-596.0998	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read944	Mycobacterium_tuberculosis_CDC1551	-634.8286	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read945	Mycobacterium_tuberculosis_H37Rv	-620.0315	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read946	Mycobacterium_tuberculosis_F11	-654.1955	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read947	Mycobacterium_tuberculosis_KZN_1435	-620.6657	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read948	Mycobacterium_tuberculosis_H37Rv	-607.0995	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read949	Mycobacterium_tuberculosis_H37Rv	-626.2512	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read95	Escherichia_coli_O157COLONCOLONH7_EDL933	-647.9611					
read950	Mycobacterium_tuberculosis_KZN_1435	-464.2811	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read951	Mycobacterium_tuberculosis_CDC1551	-634.0242	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read952	Mycobacterium_bovis_BCG_str._Pasteur_1173P2	-502.3081	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read953	Mycobacterium_bovis_BCG_str._Pasteur_1173P2	-636.4003	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read954	Mycobacterium_tuberculosis_H37Ra	-631.7950	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read955	Mycobacterium_tuberculosis_KZN_1435	-607.8575	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read956	Mycobacterium_bovis_AF2122SLASH97	-499.4159	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read957	Mycobacterium_tuberculosis_KZN_1435	-635.8190	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read958	Mycobacterium_bovis_AF2122SLASH97	-614.7160	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read959	Mycobacterium_tuberculosis_KZN_1435	-616.3902	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read96	Escherichia_coli_S88	-628.0290	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read960	Mycobacterium_bovis_AF2122SLASH97	-598.6831	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read961	Mycobacterium_bovis_BCG_str._Tokyo_172	-622.1489	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read962	Mycobacterium_tuberculosis_H37Rv	-643.5387	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read963	Mycobacterium_tuberculosis_KZN_1435	-608.3716	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read964	Mycobacterium_tuberculosis_CDC1551	-610.8046	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read965	Mycobacterium_bovis_AF2122SLASH97	-623.4615	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read966	Mycobacterium_tuberculosis_KZN_1435	-601.1182	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read967	Mycobacterium_bovis_BCG_str._Pasteur_1173P2	-610.8037	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read968	Mycobacterium_tuberculosis_F11	-633.1548	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read969	Mycobacterium_bovis_BCG_str._Tokyo_172	-602.2460	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
read97	Escherichia_coli_APEC_O1	-638.5458	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read970	Mycobacterium_tuberculosis_H37Rv	-617.3428	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria
